City ID,City Name,Country,City Latitude,City Longitude,City Temperature,City Max Temperature,City Humidity,City Cloudiness,City Wind Speed
1633070,Palembang,ID,-2.9167,104.7458,75.25,75.25,93,100,3.6
3601402,Savannah Bight,HN,16.45,-85.85,85.59,86.0,62,0,19.35
137268,Sūsangerd,IR,31.5608,48.1831,95.0,95.0,13,0,6.91
2775636,Hollabrunn,AT,48.55,16.0833,61.61,63.0,80,79,1.99
4034438,Haapiti,PF,-17.5667,-149.8667,75.2,75.2,88,0,4.61
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,42.8,42.8,87,90,5.75
1529484,Kumul,CN,42.8,93.45,74.64,74.64,14,11,6.69
5894033,Barraute,CA,48.4335,-77.6328,62.78,63.0,29,20,8.05
4726521,San Patricio,US,28.017,-97.5169,78.04,79.0,88,90,10.36
513898,Otradnoye,RU,59.7775,30.8181,44.51,46.0,33,20,6.71
1640902,Kawalu,ID,-7.3817,108.2082,73.26,73.26,92,100,1.12
2122783,Katangli,RU,51.7102,143.2326,29.77,29.77,87,100,7.45
608270,Shubarshi,KZ,48.5872,57.1869,52.05,52.05,45,79,7.72
1505187,Kaa-Khem,RU,51.6833,94.7333,48.67,48.67,49,98,4.97
3838583,Rosario,AR,-32.9468,-60.6393,71.35,73.0,52,0,12.66
1788852,Xining,CN,36.6167,101.7667,52.88,52.88,27,2,2.93
575521,Bogorodskoye,RU,56.55,37.8833,44.42,44.42,67,84,6.31
1803936,Wuwei,CN,37.9281,102.6414,61.32,61.32,22,30,10.56
2120047,Ust'-Omchug,RU,61.15,149.6333,15.6,15.6,98,77,2.28
4031742,Egvekinot,RU,66.3167,-179.1667,9.12,9.12,89,19,7.85
4221552,Savannah,US,32.0835,-81.0998,80.92,84.0,61,1,11.5
4845585,Westport,US,41.1415,-73.3579,56.59,60.01,94,90,6.91
3408368,Acaraú,BR,-2.8856,-40.12,83.91,83.91,71,100,10.76
2542997,Marrakesh,MA,31.6315,-8.0083,77.0,77.0,36,75,8.05
4465088,Elizabeth City,US,36.2946,-76.2511,78.96,81.0,61,1,17.27
1267390,Kavaratti,IN,10.5669,72.642,85.28,85.28,71,44,6.35
244878,Biltine,TD,14.5333,20.9167,101.19,101.19,6,6,11.3
4174715,Tallahassee,US,30.4383,-84.2807,81.41,82.99,65,40,9.22
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,46.4,46.4,76,87,10.36
3359638,Walvis Bay,NA,-22.9575,14.5053,68.11,71.6,49,0,12.66
1523741,Esik,KZ,43.3552,77.4525,71.6,71.6,33,75,4.47
2460954,Araouane,ML,18.9048,-3.5265,108.66,108.66,8,5,5.64
3437920,Itakyry,PY,-24.9333,-55.2167,73.4,73.4,46,0,6.91
3517970,Pochutla,MX,15.7432,-96.4661,86.16,88.0,54,90,19.57
3443061,Chui,UY,-33.6971,-53.4616,69.91,69.91,46,0,4.38
2176639,Batemans Bay,AU,-35.7167,150.1833,51.91,55.99,96,4,1.99
3728097,Les Cayes,HT,18.2,-73.75,85.96,85.96,52,7,8.28
3932145,Pisco,PE,-13.7,-76.2167,66.38,69.01,94,75,9.22
2255304,Sémbé,CG,1.6481,14.5806,76.78,76.78,81,92,3.13
899825,Petauke,ZM,-14.2426,31.3253,69.03,69.03,84,79,3.83
2282006,San-Pédro,CI,4.7485,-6.6363,83.52,83.52,72,100,9.06
6185377,Yellowknife,CA,62.456,-114.3525,19.63,21.0,68,20,3.44
286245,Sur,OM,22.5667,59.5289,87.84,87.84,42,84,7.29
1688696,San Policarpo,PH,12.1791,125.5072,77.27,77.27,79,91,1.97
2025241,Churapcha,RU,62.0025,132.4325,29.01,29.01,98,100,4.32
783493,Burrel,AL,41.6103,20.0089,71.6,71.6,53,40,8.05
3393692,Itarema,BR,-2.9248,-39.9167,84.22,84.22,70,100,10.58
3937516,Juli,PE,-16.2167,-69.45,45.01,45.01,62,58,6.89
2980080,Saint-François,FR,46.4154,3.9054,53.24,55.0,66,100,5.75
3382160,Cayenne,GF,4.9333,-52.3333,78.33,78.8,83,90,2.3
3423146,Ilulissat,GL,69.2167,-51.1,39.2,39.2,48,75,4.61
1817990,Anqiu,CN,36.4342,119.1925,51.69,51.69,33,0,9.31
3407762,Amapá,BR,1.0,-52.0,89.15,89.15,47,39,3.62
6111862,Port Hardy,CA,50.6996,-127.4199,48.2,48.2,93,90,12.66
4031637,Lavrentiya,RU,65.5833,-171.0,17.69,17.69,86,100,4.94
1819729,Hong Kong,HK,22.2855,114.1577,72.64,75.99,81,93,4.59
1272864,Dhārchula,IN,29.85,80.5333,63.63,63.63,66,94,7.25
3576994,Cockburn Town,TC,21.4612,-71.1419,82.4,82.4,61,40,14.97
1259411,Ponnāni,IN,10.767,75.9252,84.2,84.2,79,40,7.72
934322,Mahébourg,MU,-20.4081,57.7,75.2,75.2,94,75,11.5
3448455,São Miguel do Araguaia,BR,-13.275,-50.1628,87.28,87.28,52,79,5.12
1626703,Soe,ID,-9.8607,124.284,65.25,65.25,95,45,3.6
2173125,Burnie,AU,-41.0667,145.9167,54.0,54.0,92,95,1.01
57000,Hobyo,SO,5.3505,48.5268,85.57,85.57,67,76,13.47
638936,Rovaniemi,FI,66.5,25.7167,35.6,35.6,44,0,9.22
2414079,Yomou,GN,7.5603,-9.2653,91.87,91.87,42,88,3.51
3670218,San Andrés,CO,12.5847,-81.7006,86.0,86.0,66,20,10.36
6089404,North Battleford,CA,52.7834,-108.2847,37.4,37.4,65,75,6.91
1272140,Dwārka,IN,22.2394,68.9678,82.85,82.85,75,100,11.21
933726,Hukuntsi,BW,-24.0,21.75,72.79,72.79,46,99,9.75
2181625,Te Anau,NZ,-45.4167,167.7167,51.03,51.03,95,100,5.79
4021858,Guerrero Negro,MX,27.9769,-114.0611,66.2,66.2,60,0,8.81
4944903,Nantucket,US,41.2835,-70.0995,50.02,51.8,93,20,4.61
6113406,Prince Rupert,CA,54.3161,-130.3201,49.46,50.0,87,90,16.11
5557293,Sitka,US,57.0531,-135.33,46.4,46.4,87,90,5.75
4738214,Tyler,US,32.3513,-95.3011,75.79,78.8,73,75,8.05
1529376,Korla,CN,41.7597,86.1469,73.58,73.58,15,0,3.18
1259385,Port Blair,IN,11.6667,92.75,81.23,81.23,75,44,1.07
2527087,Tiznit Province,MA,29.5833,-9.5,67.86,67.86,44,15,11.63
610864,Khani,GE,41.9563,42.9566,66.2,66.2,68,0,3.44
1735106,George Town,MY,5.4112,100.3354,78.53,80.01,94,40,4.61
2392087,Porto-Novo,BJ,6.4965,2.6036,87.8,87.8,74,40,8.05
2138555,Poum,NC,-20.2333,164.0167,75.06,75.06,62,41,15.66
3141982,Rena,NO,61.1348,11.3641,48.0,48.0,36,87,4.0
1521379,Lenger,KZ,42.183,69.8839,75.2,75.2,33,0,8.95
1500764,Lebyazh'ye,RU,55.2689,66.4947,47.44,47.44,47,64,10.0
3868210,Vilcún,CL,-38.65,-72.2333,51.8,51.8,100,90,2.3
5962442,Goderich,CA,43.7501,-81.7165,46.4,46.4,93,100,6.91
3623601,Guácimo,CR,10.2104,-83.6807,71.78,73.4,73,75,6.91
2729907,Longyearbyen,SJ,78.2186,15.6401,23.0,23.0,54,40,12.66
5282297,Bethel,US,41.3712,-73.414,63.73,66.2,82,90,4.5
1490036,Tashtyp,RU,52.7939,89.8983,48.13,48.13,85,97,1.72
1488167,Ust'-Koksa,RU,50.2696,85.6108,55.89,55.89,70,100,2.8
2318123,Yenagoa,NG,4.9247,6.2642,89.15,89.15,57,98,3.29
933995,Souillac,MU,-20.5167,57.5167,75.2,75.2,94,75,11.5
3628423,San Felipe,VE,10.3399,-68.7425,70.57,70.57,97,100,2.42
2120769,Talaya,RU,61.3833,152.75,21.72,21.72,97,98,2.8
3526601,Jalpan,MX,21.2333,-99.4833,96.26,96.26,20,8,4.5
174448,Abu Kamal,SY,34.4506,40.9171,89.56,89.56,14,2,9.28
1711635,Hingatungan,PH,10.584,125.1852,80.08,80.08,81,72,5.61
361058,Alexandria,EG,31.2156,29.9553,86.0,86.0,23,0,9.22
5783695,Tooele,US,40.5308,-112.2983,57.09,59.0,47,1,3.44
475955,Velizh,RU,55.6056,31.1967,48.67,48.67,69,100,4.32
1853483,Oyama,JP,36.3,139.8,65.1,66.0,88,75,20.71
2067119,Mandurah,AU,-32.55,115.7,64.0,64.0,78,100,10.0
2299625,Kintampo,GH,8.0563,-1.7306,94.5,94.5,38,55,5.37
552951,Karabulak,RU,43.3036,44.8964,62.6,62.6,63,75,8.95
110690,Faya,SA,18.3851,42.4509,63.5,64.4,68,75,17.27
2174444,Bowen,AU,-20.0167,148.2333,66.2,66.2,94,75,8.05
3991347,Puerto Peñasco,MX,31.3167,-113.5333,69.62,71.01,45,1,6.17
3385077,Conde,BR,-7.2597,-34.9075,82.4,82.4,78,75,12.66
6355222,Yulara,AU,-25.2406,130.9889,59.0,59.0,36,54,5.75
3148133,Larsnes,NO,62.2028,5.5773,45.93,48.2,57,20,16.11
103630,Najrān,SA,17.4924,44.1277,77.0,77.0,50,75,13.8
3372745,Rabo de Peixe,PT,37.8,-25.5833,62.6,62.6,63,40,14.97
1021360,Ballitoville,ZA,-29.539,31.2144,73.22,73.4,83,75,12.66
7731836,Saint-Léonard,CA,47.173,-67.9247,57.67,57.99,47,33,1.99
2172517,Canberra,AU,-35.2835,149.1281,44.82,46.99,100,0,4.61
160961,Bukoba,TZ,-1.3317,31.8122,69.87,69.87,82,77,3.89
204953,Tshikapa,CD,-6.4167,20.8,82.26,82.26,73,93,2.86
2184927,Parakai,NZ,-36.65,174.4333,55.0,55.0,92,19,1.99
2093846,Kiunga,PG,-6.1219,141.2906,72.19,72.19,98,97,0.49
3356832,Henties Bay,NA,-22.116,14.2845,64.0,64.0,79,12,11.01
3625710,Upata,VE,8.0086,-62.3989,84.99,84.99,65,99,5.99
3421719,Narsaq,GL,60.9167,-46.05,39.2,39.2,75,75,5.75
1643837,Gorontalo,ID,0.5412,123.0595,75.88,75.88,93,100,2.35
2396518,Port-Gentil,GA,-0.7193,8.7815,86.0,86.0,70,40,3.44
516539,Nyuksenitsa,RU,60.4128,44.2397,37.4,37.4,62,96,5.79
2035610,Nehe,CN,48.4833,124.8333,40.89,40.89,83,100,8.28
1630639,Pringsewu,ID,-5.3582,104.9744,74.19,74.19,97,87,3.0
1185095,Teknāf,BD,20.8624,92.3058,79.23,79.23,83,0,1.41
49747,Oddur,SO,4.1213,43.8894,82.26,82.26,58,100,5.86
915883,Kafue,ZM,-15.7691,28.1814,82.4,82.4,47,0,6.91
2123814,Leningradskiy,RU,69.3833,178.4167,14.29,14.29,91,93,4.74
5354943,Half Moon Bay,US,37.4636,-122.4286,58.73,62.01,67,40,4.21
6173864,Vernon,CA,50.2581,-119.2691,50.74,51.8,93,100,6.91
2221030,Yagoua,CM,10.3411,15.2329,103.23,103.23,15,71,2.26
1862505,Hirara,JP,24.8,125.2833,69.13,69.13,79,100,3.33
1254046,Tura,IN,25.5198,90.2201,81.09,81.09,31,38,3.33
3354178,Ongandjera,NA,-17.8833,15.0667,86.76,86.76,24,7,2.95
471308,Voyvozh,RU,62.892,54.9635,32.83,32.83,74,100,8.41
1856703,Miyazu,JP,35.5333,135.1833,49.17,49.17,93,6,5.44
4193699,Evans,US,33.5337,-82.1307,79.48,81.0,57,1,6.91
5969025,Haines Junction,CA,60.7522,-137.5108,28.4,28.4,80,97,2.35
2121025,Srednekolymsk,RU,67.45,153.6833,23.58,23.58,93,63,4.79
2246901,Oussouye,SN,12.485,-16.5469,89.46,98.6,61,0,11.5
2128206,Shibetsu,JP,43.659,145.132,40.6,40.6,92,100,7.92
5525042,Levelland,US,33.5873,-102.378,55.18,55.4,76,90,20.71
2638534,Sandwick,GB,60.0,-1.25,46.4,46.4,61,40,19.57
157738,Kigoma,TZ,-4.8769,29.6267,75.85,75.85,76,92,7.29
2206874,Waipawa,NZ,-41.4122,175.5153,53.17,53.6,87,20,9.22
2158767,Mareeba,AU,-17.0,145.4333,66.6,69.8,83,90,10.36
2014836,Tupik,RU,54.4253,119.9327,29.61,29.61,95,100,6.58
189741,Lamu,KE,-2.2717,40.902,81.34,81.34,77,81,10.2
1028434,Quelimane,MZ,-17.8786,36.8883,82.18,82.4,78,20,8.05
3466165,Cidreira,BR,-30.1811,-50.2056,70.68,70.68,53,0,4.72
2987913,Arrondissement de Perpignan,FR,42.75,2.75,61.39,62.01,67,90,6.91
2386042,Kabo,CF,7.6994,18.629,93.07,93.07,33,100,5.19
1906686,Udon Thani,TH,17.3333,102.8333,77.0,77.0,88,98,1.77
4231997,Avera,US,33.194,-82.5271,78.87,79.0,65,1,10.36
915285,Kalengwa,ZM,-13.4659,25.0027,72.97,72.97,66,93,2.37
53654,Mogadishu,SO,2.0371,45.3438,83.73,83.73,75,95,12.41
2707684,Härnösand,SE,62.6323,17.9379,44.6,46.4,31,90,10.36
259718,Glossa,GR,35.4717,23.7763,76.69,84.2,39,40,6.91
3663529,Manacapuru,BR,-3.2997,-60.6206,86.0,86.0,74,40,3.44
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,64.4,55,0,11.5
2179825,Waitati,NZ,-45.75,170.5667,53.01,53.01,87,100,4.21
3671450,Inírida,CO,3.8653,-67.9239,77.25,77.25,93,98,1.66
305810,Kula,TR,38.5473,28.6498,73.67,73.67,36,65,8.19
2153778,Parkes,AU,-33.1333,148.1833,59.0,59.0,60,0,5.26
2236568,Uíge,AO,-7.6087,15.0613,75.2,75.2,73,90,16.11
1850345,Toba,JP,34.4833,136.85,57.99,57.99,88,88,3.0
1629001,Samarinda,ID,-0.5,117.15,73.92,73.92,97,100,1.07
5864145,Homer,US,59.6425,-151.5483,39.22,41.0,87,75,3.42
1806408,Yangjiang,CN,21.85,111.9667,73.74,73.74,80,100,3.06
2038087,Chengde,CN,40.9725,117.9361,42.17,42.17,20,12,1.34
1863978,Nishifukuma,JP,33.7667,130.4667,59.34,60.01,82,5,13.8
4004293,Ixtapa,MX,20.7,-105.2,78.8,78.8,69,40,4.9
2185763,Okato,NZ,-39.2,173.8833,50.0,50.0,96,61,9.4
1278935,Amalāpuram,IN,16.5833,82.0167,84.2,84.2,65,40,17.27
2119283,Zyryanka,RU,65.75,150.85,27.79,27.79,88,100,2.46
1226260,Trincomalee,LK,8.5711,81.2335,84.51,84.51,70,66,2.57
2396853,Omboué,GA,-1.5746,9.2618,83.5,83.5,72,43,7.2
4149959,Cape Canaveral,US,28.4058,-80.6048,82.54,84.0,61,40,17.27
5859699,College,US,64.8569,-147.8028,35.56,37.99,75,75,1.83
5551535,Apache Junction,US,33.4151,-111.5496,71.2,73.99,52,1,3.44
2092164,Lorengau,PG,-2.0226,147.2712,80.42,80.42,79,62,4.47
2611738,Thyborøn,DK,56.6985,8.2124,52.47,54.0,62,74,14.0
2030065,Mandalgovi,MN,45.7625,106.2708,36.97,36.97,67,73,30.62
2057087,Kupang,ID,-10.1667,123.5833,77.22,77.22,88,60,6.22
3386931,Tamandaré,BR,-8.7597,-35.1047,83.17,83.17,72,48,13.2
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,78.8,78.8,34,2,4.61
2033602,Xiuyan,CN,40.2928,123.2744,45.16,45.16,84,85,6.24
2992770,Arrondissement de Mont-de-Marsan,FR,44.0,-0.6667,56.43,57.99,62,90,0.81
6095751,Oxbow,CA,49.2333,-102.1676,50.0,50.0,55,58,17.0
5367788,Lompoc,US,34.6391,-120.4579,58.48,71.01,76,0,5.75
3694112,Paita,PE,-5.0892,-81.1144,80.6,80.6,54,0,20.71
1293960,Taunggyi,MM,20.7833,97.0333,68.5,68.5,70,50,0.96
2618795,Klaksvík,FO,62.2266,-6.589,41.0,41.0,56,75,11.5
6149996,Smithers,CA,54.7804,-127.1743,44.6,44.6,93,75,4.61
4763231,Harrisonburg,US,38.4496,-78.8689,75.36,77.0,64,1,10.36
5861897,Fairbanks,US,64.8378,-147.7164,35.24,37.99,74,75,3.44
2701680,Karlstad,SE,59.3793,13.5036,48.2,48.2,46,40,9.22
921786,Mitsamiouli,KM,-11.3847,43.2844,81.9,81.9,75,45,2.53
3420768,Qasigiannguit,GL,68.8193,-51.1922,39.2,39.2,48,75,4.61
2025256,Chumikan,RU,54.7183,135.315,24.67,24.67,90,98,3.85
3927942,Tambopata,PE,-12.7333,-69.1833,77.0,77.0,61,0,6.91
2020824,Lermontovka,RU,47.1453,134.3383,42.91,42.91,48,35,3.13
2634739,Warrington,GB,53.3925,-2.5802,47.46,51.8,58,75,12.66
246008,Petra,JO,30.3222,35.4793,78.42,78.42,13,0,6.58
3448903,São João da Barra,BR,-21.6403,-41.0511,71.6,71.6,83,75,16.11
934479,Grand Gaube,MU,-20.0064,57.6608,77.0,77.0,84,38,8.01
5919850,Chapais,CA,49.7834,-74.8492,51.8,51.8,43,1,6.91
1489499,Togur,RU,58.3631,82.8265,48.47,48.47,85,100,14.12
1488206,Ust'-Ishim,RU,57.6935,71.1665,44.67,44.67,61,19,8.25
2449893,Tessalit,ML,20.1986,1.0114,107.69,107.69,5,42,8.34
6167817,Torbay,CA,47.6666,-52.7314,50.0,50.0,53,75,10.36
245669,Adré,TD,13.4667,22.2,97.16,97.16,9,37,0.18
3466980,Caravelas,BR,-17.7125,-39.2481,80.64,80.64,66,19,10.74
1250161,Batticaloa,LK,7.7102,81.6924,81.84,81.84,79,98,7.02
5044290,Saint Anthony,US,45.0205,-93.218,62.11,63.0,51,1,10.36
2077895,Alice Springs,AU,-23.7,133.8833,48.2,48.2,57,71,3.44
609906,Fort-Shevchenko,KZ,44.5086,50.263,57.79,57.79,68,18,19.77
8079926,Labuhan,ID,-6.8844,112.2051,79.27,79.27,84,93,6.04
2122605,Okhotsk,RU,59.3833,143.3,31.03,31.03,88,13,0.38
3376762,New Amsterdam,GY,6.25,-57.5167,79.16,79.16,81,50,5.88
5364271,Laguna,US,38.421,-121.4238,65.7,68.0,34,1,3.44
3445912,Turmalina,BR,-17.2856,-42.73,74.39,74.39,75,88,4.21
6201197,Muhafazat Lahij,YE,13.1667,44.5833,82.96,82.96,58,46,10.85
2120612,Tigil',RU,57.8,158.6667,31.48,31.48,98,94,3.2
2231564,Fontem,CM,5.4685,9.8818,71.15,71.15,82,100,3.38
2361477,Dédougou,BF,12.4667,-3.4667,107.33,107.33,13,21,10.58
2381972,Adrar,MR,20.5022,-10.0711,100.26,100.26,11,51,8.03
186180,Moyale,KE,3.5167,39.0584,69.76,69.76,82,91,5.17
3567834,Baracoa,CU,20.3467,-74.4958,82.54,82.54,64,46,11.97
1803567,Linfen,CN,36.0889,111.5189,63.59,63.59,23,19,3.47
3401109,Delmiro Gouveia,BR,-9.3886,-37.9992,82.4,82.4,69,75,9.22
3671387,Puerto Nariño,CO,-3.7703,-70.3831,77.0,77.0,94,75,2.3
3386568,Tauá,BR,-5.9667,-40.3,89.6,89.6,44,87,10.09
2488835,Médéa,DZ,36.2642,2.7539,73.4,73.4,46,75,12.66
3699456,Bambamarca,PE,-6.6833,-78.5333,66.2,66.2,55,40,3.44
4034496,Fare,PF,-16.7,-151.0167,81.0,81.0,72,64,6.87
2124611,Kholodnyy,RU,62.7167,147.95,24.1,24.1,97,95,2.8
3420846,Qaqortoq,GL,60.7167,-46.0333,39.2,39.2,75,75,5.75
1529651,Altay,CN,47.8667,88.1167,58.78,58.78,43,42,7.94
2126682,Bilibino,RU,68.0546,166.4372,18.39,18.39,97,100,5.97
1168312,Pasni,PK,25.2631,63.471,83.19,83.19,77,100,13.53
5147097,Berea,US,41.3662,-81.8543,55.62,57.99,94,90,6.91
6087892,Niagara Falls,CA,43.1001,-79.0663,49.37,51.01,93,90,5.75
161974,Bereket,TM,39.2446,55.5154,69.31,69.31,50,77,16.42
6145890,Shelburne,CA,44.0787,-80.2041,46.47,48.0,100,100,5.28
5097801,Fairview,US,40.8126,-73.999,69.85,72.0,64,90,3.44
2239862,Malanje,AO,-9.5402,16.341,71.4,71.4,85,86,3.11
3347019,Mossamedes,AO,-15.1961,12.1522,77.72,77.72,68,48,14.45
2510573,Teguise,ES,29.0605,-13.564,69.8,69.8,68,75,6.91
1715335,Davila,PH,18.4726,120.5763,78.8,78.8,83,20,4.61
3445983,Tucano,BR,-10.9631,-38.7867,84.69,84.69,57,76,10.78
1812988,Dengzhou,CN,37.8086,120.7508,47.79,47.79,83,0,12.91
1705441,Lubao,PH,14.9167,120.55,81.5,82.4,78,75,2.3
1259460,Pokaran,IN,26.9167,71.9167,87.8,87.8,27,61,12.93
5079250,South Sioux City,US,42.4739,-96.4136,60.64,61.0,55,1,10.36
738662,Tosya,TR,41.0155,34.0401,69.64,69.64,50,39,4.59
2412408,Nioro,GM,13.35,-15.75,104.63,104.63,11,36,6.71
3388304,São Miguel,BR,-5.4667,-35.3667,86.0,86.0,66,40,10.36
5416005,Cañon City,US,38.441,-105.2424,60.6,62.01,31,1,8.05
4791259,Virginia Beach,US,36.8529,-75.978,79.09,80.01,57,75,17.27
1489656,Teya,RU,60.3778,92.6267,35.64,35.64,99,100,2.86
1283334,Birin,NP,26.8865,88.0718,65.77,65.77,44,33,6.44
2381334,Atar,MR,20.5169,-13.0499,97.99,97.99,15,5,13.15
2521510,Aspe,ES,38.3451,-0.7672,70.54,72.0,49,20,10.36
2173911,Broken Hill,AU,-31.95,141.4333,57.2,57.2,38,0,3.44
314188,Göksun,TR,38.021,36.4973,82.4,82.4,34,40,12.66
1215502,Banda Aceh,ID,5.5577,95.3222,81.45,81.45,76,100,1.54
779622,Havøysund,NO,70.9963,24.6622,30.24,32.0,86,75,18.41
4255151,Bud,US,39.447,-86.1758,62.98,64.0,98,100,11.05
1067565,Beloha,MG,-25.1667,45.05,75.74,75.74,69,1,10.29
1636022,Martapura,ID,-3.4167,114.85,77.0,77.0,100,90,1.14
2297834,Mpraeso,GH,6.5932,-0.7346,86.95,86.95,49,100,5.66
3693584,Pimentel,PE,-6.8367,-79.9342,70.84,75.2,60,0,8.05
847634,Rypefjord,NO,70.6333,23.6667,28.4,28.4,80,75,16.11
1804979,Juegang,CN,32.3174,121.1855,58.5,58.5,76,21,1.72
